2.00679980e-03,8.11824851e-04,2.77720860e-03
3.03617650e-03,1.42065613e-03,3.55356149e-03
4.27302804e-03,2.15756740e-03,4.42615268e-03
5.72108958e-03,3.01578083e-03,5.37307923e-03
7.38571878e-03,3.98890497e-03,6.38060212e-03
9.27402476e-03,5.07112523e-03,7.43470263e-03
1.13931113e-02,6.25755877e-03,8.52095843e-03
1.37499156e-02,7.54423877e-03,9.62323047e-03
1.63486725e-02,8.92856687e-03,1.07273954e-02
1.91904910e-02,1.04092277e-02,1.18226624e-02
2.22740963e-02,1.19857796e-02,1.29019020e-02
2.55987796e-02,1.36577544e-02,1.39587229e-02
2.91629253e-02,1.54249057e-02,1.49900806e-02
3.29643560e-02,1.72870831e-02,1.59957972e-02
3.70022987e-02,1.92437702e-02,1.69754986e-02
4.12599963e-02,2.12937887e-02,1.79262862e-02
4.55124903e-02,2.34369829e-02,1.88521207e-02
4.97332469e-02,2.56721473e-02,1.97511653e-02
5.39272303e-02,2.79976442e-02,2.06192845e-02
5.80944187e-02,3.04131638e-02,2.14599385e-02
6.22373833e-02,3.29176821e-02,2.22722568e-02
6.63587071e-02,3.55101156e-02,2.30548527e-02
7.04603845e-02,3.81895244e-02,2.38069347e-02
7.45445427e-02,4.09445787e-02,2.45270593e-02
7.86128583e-02,4.36724165e-02,2.52142637e-02
8.26670739e-02,4.63745791e-02,2.58671314e-02
8.67083121e-02,4.90521266e-02,2.64852253e-02
9.07375745e-02,5.17060581e-02,2.70681729e-02
9.47559899e-02,5.43372263e-02,2.76151531e-02
9.87652142e-02,5.69461848e-02,2.81239811e-02
1.02765879e-01,5.95338015e-02,2.85945369e-02
1.06758536e-01,6.21009063e-02,2.90268001e-02
1.10744288e-01,6.46480403e-02,2.94193776e-02
1.14723585e-01,6.71759451e-02,2.97722856e-02
1.18697200e-01,6.96851744e-02,3.00847046e-02
1.22665527e-01,7.21763862e-02,3.03566516e-02
1.26629333e-01,7.46500348e-02,3.05871699e-02
1.30588792e-01,7.71067808e-02,3.07767178e-02
1.34545707e-01,7.95465460e-02,3.09215805e-02
1.38500938e-01,8.19696043e-02,3.10202817e-02
1.42467193e-01,8.43671654e-02,3.10932750e-02
1.46451709e-01,8.67359842e-02,3.11308300e-02
1.50455074e-01,8.90761153e-02,3.11337860e-02
1.54477824e-01,9.13876061e-02,3.11029882e-02
1.58523753e-01,9.36681790e-02,3.10423330e-02
1.62591241e-01,9.59192827e-02,3.09509466e-02
1.66679302e-01,9.81418888e-02,3.08287475e-02
1.70788182e-01,1.00336075e-01,3.06768367e-02
1.74918077e-01,1.02501922e-01,3.04963283e-02
1.79069125e-01,1.04639524e-01,3.02883663e-02
1.83244782e-01,1.06746553e-01,3.00574279e-02
1.87442873e-01,1.08824678e-01,2.98026967e-02
1.91662187e-01,1.10874875e-01,2.95242938e-02
1.95902612e-01,1.12897309e-01,2.92235248e-02
2.00164042e-01,1.14892131e-01,2.89015897e-02
2.04446311e-01,1.16859517e-01,2.85597229e-02
2.08752836e-01,1.18796953e-01,2.82028796e-02
2.13080914e-01,1.20706433e-01,2.78299672e-02
2.17429165e-01,1.22588998e-01,2.74409473e-02
2.21797291e-01,1.24444875e-01,2.70369895e-02
2.26184967e-01,1.26274303e-01,2.66192338e-02
2.30592219e-01,1.28077232e-01,2.61894337e-02
2.35023088e-01,1.29850507e-01,2.57532073e-02
2.39472503e-01,1.31597985e-01,2.53066203e-02
2.43940075e-01,1.33319944e-01,2.48506640e-02
2.48425385e-01,1.35016674e-01,2.43863070e-02
2.52927992e-01,1.36688489e-01,2.39144938e-02
2.57452598e-01,1.38331553e-01,2.34419673e-02
2.61994483e-01,1.39949581e-01,2.29645604e-02
2.66552579e-01,1.41543393e-01,2.24823078e-02
2.71126468e-01,1.43113294e-01,2.19959171e-02
2.75716755e-01,1.44658741e-01,2.15072372e-02
2.80327476e-01,1.46176297e-01,2.10221339e-02
2.84952907e-01,1.47670652e-01,2.05350330e-02
2.89592648e-01,1.49142112e-01,2.00464523e-02
2.94246308e-01,1.50590979e-01,1.95568619e-02
2.98919494e-01,1.52012372e-01,1.90739737e-02
3.03607103e-01,1.53410592e-01,1.85925476e-02
3.08307677e-01,1.54786869e-01,1.81116059e-02
3.13020819e-01,1.56141529e-01,1.76315110e-02
3.17752916e-01,1.57468838e-01,1.71609617e-02
3.22498099e-01,1.58773926e-01,1.66933283e-02
3.27254897e-01,1.60058073e-01,1.62277686e-02
3.32024597e-01,1.61320108e-01,1.57660863e-02
3.36812390e-01,1.62555183e-01,1.53155678e-02
3.41611245e-01,1.63769689e-01,1.48676673e-02
3.46420891e-01,1.64963872e-01,1.44224368e-02
3.51247017e-01,1.66132283e-01,1.39887375e-02
3.56086105e-01,1.67278176e-01,1.35616333e-02
3.60935383e-01,1.68404166e-01,1.31376595e-02
3.65798536e-01,1.69506642e-01,1.27224895e-02
3.70676540e-01,1.70584517e-01,1.23184086e-02
3.75564231e-01,1.71642824e-01,1.19177103e-02
3.80464302e-01,1.72678841e-01,1.15248917e-02
3.85380135e-01,1.73689054e-01,1.11455818e-02
3.90305186e-01,1.74679998e-01,1.07697938e-02
3.95242190e-01,1.75648801e-01,1.04029337e-02
4.00195063e-01,1.76591382e-01,1.00496225e-02
4.05156444e-01,1.77515210e-01,9.70019937e-03
4.10131250e-01,1.78415109e-01,9.36183989e-03
4.15120295e-01,1.79290086e-01,9.03573465e-03
4.20117416e-01,1.80146569e-01,8.71348581e-03
4.25130585e-01,1.80975949e-01,8.40654400e-03
4.30155146e-01,1.81783070e-01,8.10848352e-03
4.35187715e-01,1.82571562e-01,7.81443498e-03
4.40239802e-01,1.83328634e-01,7.54117648e-03
4.45299240e-01,1.84067538e-01,7.27187832e-03
4.50371682e-01,1.84781947e-01,7.01347069e-03
4.55458482e-01,1.85470068e-01,6.76970853e-03
4.60552705e-01,1.86139728e-01,6.52918333e-03
4.65665768e-01,1.86777628e-01,6.30914019e-03
4.70787018e-01,1.87395841e-01,6.09503187e-03
4.75921002e-01,1.87988989e-01,5.89248873e-03
4.81069893e-01,1.88554276e-01,5.70478920e-03
4.86225649e-01,1.89101114e-01,5.52035322e-03
4.91401717e-01,1.89613065e-01,5.36022696e-03
4.96584841e-01,1.90106039e-01,5.20266195e-03
5.01783875e-01,1.90568961e-01,5.06205134e-03
5.06994339e-01,1.91007069e-01,4.93232424e-03
5.12216200e-01,1.91420242e-01,4.81262526e-03
5.17454420e-01,1.91801905e-01,4.71093025e-03
5.22700136e-01,1.92163161e-01,4.61260375e-03
5.27966324e-01,1.92486915e-01,4.53935888e-03
5.33238823e-01,1.92791306e-01,4.46821728e-03
5.38530058e-01,1.93059676e-01,4.41976910e-03
5.43830456e-01,1.93304433e-01,4.37751150e-03
5.49146834e-01,1.93516086e-01,4.35307726e-03
5.54475401e-01,1.93699396e-01,4.34003825e-03
