0.0000,0.0000,0.0000
0.0017,0.0001,0.0017
0.0034,0.0002,0.0034
0.0053,0.0007,0.0055
0.0074,0.0013,0.0079
0.0098,0.0021,0.0108
0.0126,0.0030,0.0142
0.0157,0.0041,0.0181
0.0190,0.0053,0.0224
0.0227,0.0066,0.0273
0.0267,0.0081,0.0327
0.0310,0.0096,0.0387
0.0357,0.0113,0.0450
0.0406,0.0131,0.0512
0.0456,0.0149,0.0575
0.0505,0.0169,0.0637
0.0554,0.0189,0.0699
0.0603,0.0210,0.0762
0.0651,0.0232,0.0824
0.0699,0.0255,0.0887
0.0747,0.0278,0.0950
0.0794,0.0303,0.1012
0.0841,0.0327,0.1076
0.0889,0.0353,0.1139
0.0936,0.0379,0.1203
0.0983,0.0405,0.1266
0.1030,0.0431,0.1331
0.1076,0.0456,0.1395
0.1123,0.0481,0.1460
0.1170,0.0505,0.1525
0.1216,0.0529,0.1591
0.1263,0.0552,0.1657
0.1310,0.0574,0.1723
0.1356,0.0597,0.1790
0.1402,0.0619,0.1857
0.1448,0.0640,0.1925
0.1494,0.0661,0.1993
0.1540,0.0682,0.2062
0.1585,0.0702,0.2131
0.1630,0.0723,0.2202
0.1675,0.0742,0.2272
0.1720,0.0762,0.2344
0.1764,0.0781,0.2416
0.1809,0.0800,0.2489
0.1853,0.0818,0.2562
0.1896,0.0836,0.2636
0.1940,0.0854,0.2711
0.1983,0.0872,0.2787
0.2026,0.0890,0.2863
0.2068,0.0907,0.2940
0.2111,0.0924,0.3018
0.2153,0.0941,0.3096
0.2194,0.0958,0.3175
0.2235,0.0975,0.3255
0.2276,0.0991,0.3336
0.2316,0.1008,0.3417
0.2356,0.1024,0.3499
0.2395,0.1040,0.3582
0.2434,0.1057,0.3665
0.2473,0.1073,0.3749
0.2511,0.1090,0.3833
0.2548,0.1106,0.3919
0.2585,0.1123,0.4004
0.2621,0.1139,0.4091
0.2657,0.1156,0.4177
0.2692,0.1173,0.4265
0.2727,0.1191,0.4353
0.2760,0.1208,0.4441
0.2794,0.1226,0.4529
0.2826,0.1244,0.4618
0.2858,0.1263,0.4708
0.2889,0.1282,0.4798
0.2920,0.1301,0.4888
0.2949,0.1321,0.4978
0.2978,0.1341,0.5068
0.3007,0.1361,0.5159
0.3034,0.1382,0.5250
0.3061,0.1404,0.5341
0.3087,0.1426,0.5432
0.3112,0.1449,0.5524
0.3137,0.1472,0.5615
0.3161,0.1495,0.5707
0.3183,0.1520,0.5798
0.3206,0.1544,0.5890
0.3227,0.1570,0.5982
0.3248,0.1595,0.6073
0.3267,0.1622,0.6165
0.3286,0.1649,0.6256
0.3304,0.1677,0.6348
0.3321,0.1705,0.6439
0.3338,0.1734,0.6529
0.3353,0.1764,0.6620
0.3367,0.1796,0.6710
0.3380,0.1827,0.6799
0.3391,0.1860,0.6888
0.3402,0.1894,0.6976
0.3411,0.1929,0.7063
0.3419,0.1965,0.7150
0.3426,0.2003,0.7235
0.3432,0.2041,0.7319
0.3436,0.2081,0.7402
